Vehicle Name,buying_price,selling_price,make_year,vehicle_age,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,max_powe_bhp,Seats
Maruti Ertiga 1.5 VDI,,7.25,2017,3,Dealer,"63,000",First Owner,Diesel,Manual,24.2,,93.87,7
Hyundai i20 1.2 Spotz,8.01,6.9,2018,2,Dealer,"8,000",First Owner,Petrol,Manual,18.6,,81.83,5
Maruti Ertiga 1.5 ZDI,,5.5,2013,7,Dealer,"50,000",First Owner,Diesel,Manual,24.2,,93.87,7
Honda Brio V MT,,2.1,2012,8,Dealer,"1,60,180",First Owner,Petrol,Manual,19.4,,86.8,5
Maruti Vitara Brezza VDi Option,,7.5,2017,3,Dealer,"18,000",First Owner,Diesel,Manual,24.3,,88.5,5
Hyundai i20 Asta 1.4 CRDi,9.6,7,2015,5,Individual,"70,000",First Owner,Diesel,Manual,22.54,,88.73,5
Maruti Ertiga SHVS VDI,,6.9,2017,3,Dealer,"70,000",First Owner,Diesel,Manual,24.52,,88.5,7
Hyundai Verna 1.6 SX CRDi (O),13.09,4,2013,7,Dealer,"69,000",First Owner,Diesel,Manual,22.32,,126.32,5
Toyota Innova Crysta 2016-2020 Touring Sport 2.4 MT BSIV,19.9,16.7,2017,3,Dealer,"65,000",First Owner,Diesel,Manual,13.68,,147.8,7
Mahindra Scorpio SLE BSIV,15.19,4.95,2014,6,Dealer,"70,200",First Owner,Diesel,Manual,12.05,,120,8
Toyota Etios G,,3,2011,9,Dealer,"54,200",First Owner,Petrol,Manual,16.78,,88.73,5
Honda Amaze S i-VTEC,7.04,6,2018,2,Dealer,"38,000",First Owner,Petrol,Manual,17.8,,86.7,5
Maruti Swift LXi BSIV,,2.25,2010,10,Dealer,"78,300",First Owner,Petrol,Manual,16.1,,85,5
Nissan Micra Diesel XV,,2.25,2013,7,Individual,"79,000",First Owner,Diesel,Manual,23.08,,63.1,5
Honda Amaze S i-Vtech,7.04,3.75,2014,6,Dealer,"55,200",First Owner,Petrol,Manual,18,,86.7,5
Hyundai Verna 1.6 SX,13.09,4.75,2014,6,Dealer,"70,000",First Owner,Diesel,Manual,22.32,,126.32,5
Honda Amaze S i-VTEC,7.04,5.1,2017,3,Dealer,"32,000",First Owner,Petrol,Manual,17.8,,86.7,5
Volkswagen Vento Diesel Highline,,2.85,2011,9,Dealer,"65,101",First Owner,Diesel,Manual,20.54,,103.6,5
Maruti Vitara Brezza ZDi Plus Dual Tone,,8.4,2018,2,Dealer,"44,000",First Owner,Diesel,Manual,24.3,,88.5,5
Nissan Sunny Diesel XL,,2.65,2012,8,Dealer,"65,000",First Owner,Diesel,Manual,21.64,,84.8,5
Hyundai i10 Magna 1.1L,,3.44,2015,5,Dealer,"36,936",First Owner,Petrol,Manual,19.81,,68.05,5
Maruti Baleno Zeta 1.2,6.68,5.5,2016,4,Dealer,"58,000",First Owner,Petrol,Manual,21.4,,83.1,5
Maruti Swift Dzire VXi AT,6.53,3.95,2012,8,Dealer,"45,000",First Owner,Petrol,Automatic,17.4,,85.8,5
Mahindra Scorpio 1.99 S8,15.21,8.5,2015,5,Dealer,"83,000",First Owner,Diesel,Manual,15.4,,120,7
Hyundai Grand i10 1.2 Kappa Sportz BSIV,6.71,5.45,2019,1,Trustmark Dealer,"12,480",First Owner,Petrol,Manual,18.9,,81.86,5
Maruti Swift Dzire VXI,6.74,4.3,2015,5,Trustmark Dealer,"79,806",First Owner,Petrol,Manual,20.85,,83.14,5
Nissan Terrano XV Premium 110 PS,,7.1,2017,3,Dealer,"71,255",First Owner,Diesel,Manual,19.01,,108.5,5
Mahindra Scorpio S9 BSIV,15.21,12.5,2019,1,Dealer,"45,000",First Owner,Diesel,Manual,16.36,,140,7
Hyundai Santa Fe 4WD AT,,10.99,2014,6,Dealer,"89,000",First Owner,Diesel,Automatic,13.01,,194.3,7
Honda Amaze V Petrol BSIV,7.04,7.15,2019,1,Trustmark Dealer,"6,399",First Owner,Petrol,Manual,19.5,,88.76,5
BMW X3 xDrive20d,73.78,20.5,2013,7,Dealer,"36,000",First Owner,Diesel,Automatic,16.09,,184,5
Honda Mobilio V i VTEC,,4.5,2014,6,Dealer,"56,000",First Owner,Petrol,Manual,17.3,,117.3,7
Volkswagen Polo Diesel Highline 1.2L,,2.2,2011,9,Dealer,"78,800",First Owner,Diesel,Manual,22.07,,73.9,5
Honda Amaze S AT i-Vtech,7.04,4.45,2014,6,Dealer,"58,000",First Owner,Petrol,Automatic,15.5,,86.7,5
Ford Ecosport 1.5 DV5 MT Titanium Optional,10.14,5.45,2014,6,Dealer,"62,000",First Owner,Diesel,Manual,22.7,,89.84,5
Hyundai Creta 1.6 CRDi SX Plus,12.63,8.75,2016,4,Dealer,"54,000",First Owner,Diesel,Manual,19.67,,126.2,5
Maruti Alto K10 VXI,,3.3,2018,2,Individual,"25,000",First Owner,Petrol,Manual,23.95,,67.05,5
Honda Amaze VX i-VTEC,7.08,6.75,2018,2,Dealer,"27,000",First Owner,Petrol,Manual,17.8,,86.7,5
Mercedes-Benz C-Class 220 CDI AT,51.3,29.9,2018,2,Dealer,"40,000",First Owner,Diesel,Automatic,14.84,,170,5
Hyundai i10 Magna 1.2,6.54,2.4,2012,8,Dealer,"65,000",First Owner,Petrol,Manual,20.36,,78.9,5
Hyundai i20 1.2 Asta,8.03,2.8,2011,9,Dealer,"58,000",First Owner,Petrol,Manual,17,,80,5
Maruti Wagon R LXI,4.91,82875,2006,14,Individual,"90,000",First Owner,Petrol,Manual,18.9,,67.1,5
Chevrolet Spark 1.0 LS,,1.35,2009,11,Dealer,"45,514",First Owner,Petrol,Manual,18,,62,5
Volkswagen Polo 1.2 MPI Highline,6.91,4.5,2014,6,Dealer,"17,205",First Owner,Petrol,Manual,16.47,,74,5
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,,8.75,2018,2,Dealer,"14,217",First Owner,Diesel,Manual,25.1,,88.5,5
Maruti Swift Dzire VDI,,6.8,2018,2,Dealer,"72,000",First Owner,Diesel,Manual,28.4,,74.02,5
Maruti Vitara Brezza ZDi Plus,,6.7,2016,4,Dealer,"61,000",First Owner,Diesel,Manual,24.3,,88.5,5
Nissan Terrano XL 110 PS,,7,2014,6,Dealer,"70,000",First Owner,Diesel,Manual,19.01,,108.5,5
Maruti Wagon R VXI,,1.15,2008,12,Dealer,"71,000",First Owner,Petrol,Manual,20.51,,67.04,5
Toyota Corolla Altis Diesel D4DGL,,5.11,2013,7,Dealer,"58,000",First Owner,Diesel,Manual,21.43,,87.2,5
Maruti Wagon R LXI,,1.24,2008,12,Dealer,"70,000",First Owner,Petrol,Manual,21.79,,67.05,5
BMW 5 Series 520d Luxury Line,73.2,40,2018,2,Dealer,"23,000",First Owner,Diesel,Automatic,22.48,,187.74,5
Hyundai Grand i10 Sportz,6.54,4.39,2016,4,Individual,"20,000",First Owner,Petrol,Manual,18.9,,82,5
Toyota Fortuner 4x2 Manual,39.97,16,2014,6,Individual,"85,000",First Owner,Diesel,Manual,13,,168.5,7
Hyundai Grand i10 Magna,6.48,3.8,2014,6,Dealer,"41,000",First Owner,Petrol,Manual,18.9,,82,5
Tata Sumo EX,,3.75,2017,3,Dealer,"49,137",First Owner,Diesel,Manual,15.3,,83.8,9
Honda Brio V MT,,2.45,2011,9,Dealer,"62,000",First Owner,Petrol,Manual,19.4,,86.8,5
Renault Duster 1.5 Petrol RXL,11.32,5.85,2017,3,Individual,"35,000",First Owner,Petrol,Manual,14.19,,104.5,5
Honda City 1.5 V MT,12.68,3.6,2011,9,Dealer,"62,000",First Owner,Petrol,Manual,17,,118,5
Hyundai Verna VTVT 1.6 SX,10.54,9.45,2019,1,Dealer,"4,900",First Owner,Petrol,Manual,17,,121.3,5
Skoda Superb 1.8 TFSI MT,35.37,5.25,2012,8,Dealer,"55,200",First Owner,Petrol,Manual,13.14,,157.8,5
Maruti Ritz VXi (ABS) BS IV,,2,2011,9,Dealer,"65,000",First Owner,Petrol,Manual,18.5,,85.8,5
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,,8.65,2018,2,Dealer,"28,000",First Owner,Diesel,Manual,25.1,,88.5,5
Hyundai Grand i10 CRDi Sportz Celebration Edition,,3.95,2017,3,Dealer,"48,000",First Owner,Diesel,Manual,24,,70,5
Volkswagen Polo 2015-2019 GT TSI,6.94,6.75,2016,4,Dealer,"38,060",First Owner,Petrol,Automatic,17.21,,103.5,5
Toyota Fortuner 4x4 MT,39.97,8.8,2012,8,Dealer,"1,02,000",First Owner,Diesel,Manual,12.55,,168.5,7
Hyundai i10 Era,,1.75,2010,10,Dealer,"65,000",First Owner,Petrol,Manual,19.81,,68.05,5
Maruti Ritz VXI,,4.24,2015,5,Dealer,"11,500",First Owner,Petrol,Manual,21.1,,85.8,5
Maruti Alto 800 VXI,3.32,2.65,2015,5,Dealer,"25,864",First Owner,Petrol,Manual,22.74,,47.3,5
Hyundai Verna 1.6 CRDI,13.09,3.1,2012,8,Dealer,"94,892",First Owner,Diesel,Manual,22.32,,126.3,5
Toyota Innova Crysta 2.5 VX BSIV,,8.75,2015,5,Dealer,"1,40,000",First Owner,Diesel,Manual,12.8,,102,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus AT BSIV,9.19,8,2017,3,Individual,"15,000",First Owner,Petrol,Automatic,14.8,,121.36,5
Honda City i VTEC CVT VX,12.68,8.9,2016,4,Dealer,"53,000",First Owner,Petrol,Automatic,18,,117.3,5
Ford Ecosport 2015-2021 1.5 Petrol Ambiente BSIV,9.27,7.5,2018,2,Trustmark Dealer,"9,929",First Owner,Petrol,Manual,17,,121.36,5
Skoda Octavia Ambition 2.0 TDI AT,,11.5,2016,4,Individual,"1,20,000",First Owner,Diesel,Automatic,19.3,,141,5
Honda Brio V MT,,2.85,2012,8,Dealer,"59,830",First Owner,Petrol,Manual,19.4,,86.8,5
Toyota Corolla Altis G,,2.85,2009,11,Dealer,"49,000",First Owner,Petrol,Manual,14.53,,138.1,5
BMW 5 Series 520d Luxury Line,73.2,48.5,2021,-1,Dealer,"2,000",First Owner,Diesel,Automatic,22.48,,187.74,5
Nissan Sunny Diesel XV,,1.75,2012,8,Individual,"2,15,000",First Owner,Diesel,Manual,21.64,,84.8,5
Honda Brio S MT,,2.69,2012,8,Dealer,"58,000",First Owner,Petrol,Manual,19.4,,86.8,5
BMW 3 Series 320si Sedan,50.07,6.8,2010,10,Dealer,"48,000",First Owner,Petrol,Automatic,12.05,,154,5
Maruti Ritz VDi,,2.58,2013,7,Individual,"81,566",First Owner,Diesel,Manual,23.2,,73.94,5
Honda Jazz 1.2 VX i VTEC,8.51,4.95,2015,5,Dealer,"60,000",First Owner,Petrol,Manual,18.7,,88.7,5
Hyundai i20 Sportz Petrol,8.03,2.55,2011,9,Dealer,"75,000",First Owner,Petrol,Manual,17,,80,5
Renault KWID RXT Optional,3.43,2.78,2017,3,Dealer,"31,851",First Owner,Petrol,Manual,25.17,,53.3,5
Tata Zest Quadrajet 1.3 XT,,4.75,2014,6,Dealer,"54,000",First Owner,Diesel,Manual,20.65,,88.7,5
Mahindra XUV500 W4,16.66,9,2016,4,Individual,"35,000",First Owner,Diesel,Manual,16,,140,7
Renault Duster 110PS Diesel RxL,,4.75,2014,6,Dealer,"62,000",First Owner,Diesel,Manual,19.01,,108.45,5
BMW 7 Series 730Ld,1.62,25.9,2014,6,Dealer,"65,000",First Owner,Diesel,Automatic,16.46,,258,5
Toyota Innova Crysta 2016-2020 2.4 G MT 8 STR,,13.5,2017,3,Dealer,"67,500",First Owner,Diesel,Manual,13.68,,147.51,8
Audi Q3 2.0 TFSI Quattro Premium Plus,,25.75,2017,3,Dealer,"18,000",First Owner,Petrol,Automatic,11.72,,207,5
Hyundai i20 1.4 CRDi Magna,9.74,2.2,2012,8,Individual,"1,08,000",First Owner,Diesel,Manual,21.9,,90,5
Renault KWID RXT,,3,2016,4,Dealer,"22,779",First Owner,Petrol,Manual,25.17,,53.3,5
Hyundai Creta 1.6 SX Option,11.58,9.5,2016,4,Dealer,"30,000",First Owner,Petrol,Manual,15.8,,121.3,5
Hyundai Creta 1.4 CRDi S Plus,12.63,7.75,2015,5,Dealer,"77,000",First Owner,Diesel,Manual,21.38,,88.7,5
Maruti SX4 S Cross DDiS 320 Alpha,,7,2015,5,Individual,"80,000",First Owner,Diesel,Manual,22.7,,118,5
Hyundai Grand i10 1.2 CRDi Sportz,,4.4,2017,3,Dealer,"56,302",First Owner,Diesel,Manual,24,,73.97,5
Maruti Alto 800 LXI,3.32,3,2019,1,Individual,"25,000",First Owner,Petrol,Manual,24.7,,47.3,5
Maruti Wagon R LXI Minor,5.11,1.3,2010,10,Individual,"3,15,000",First Owner,Petrol,Manual,18.9,,67,5
Hyundai i10 Magna 1.2 iTech SE,,2.4,2012,8,Dealer,"72,000",First Owner,Petrol,Manual,20.36,,78.9,5
Renault KWID RXT,3.43,2.75,2017,3,Dealer,"20,000",First Owner,Petrol,Manual,22.3,,53.26,5
Toyota Prius Z6,,12.5,2012,8,Dealer,"80,000",First Owner,Petrol,Automatic,23.91,,97.8,5
Hyundai Santro Xing GLS,,1.25,2008,12,Individual,"81,000",First Owner,Petrol,Manual,17.92,,62.1,5
Hyundai i10 Magna,,2.65,2011,9,Dealer,"82,110",First Owner,Petrol,Manual,20.36,,78.9,5
Hyundai Verna 1.6 SX VTVT (O) AT,10.54,4.65,2013,7,Dealer,"67,000",First Owner,Petrol,Automatic,17.1,,121.4,5
Chevrolet Trailblazer LTZ 4X2 AT,,13.95,2017,3,Dealer,"42,000",First Owner,Diesel,Automatic,11.45,,197.2,7
Maruti Vitara Brezza VDi Option,,7.5,2018,2,Dealer,"38,300",First Owner,Diesel,Manual,24.3,,88.5,5
Hyundai Grand i10 Sportz,6.48,5,2016,4,Trustmark Dealer,"13,229",First Owner,Petrol,Manual,18.9,,82,5
Honda City V MT,12.68,7.55,2015,5,Dealer,"32,000",First Owner,Petrol,Manual,17.4,,117.6,5
Hyundai i20 Sportz 1.4 CRDi,9.74,3.5,2014,6,Individual,"80,000",First Owner,Diesel,Manual,21.9,,88.76,5
Hyundai i20 Magna,8.03,1.8,2010,10,Individual,"68,000",First Owner,Petrol,Manual,18.5,,80,5
Maruti Alto K10 LXI,,2.5,2015,5,Dealer,"56,660",First Owner,Petrol,Manual,23.95,,67.05,5
Hyundai Grand i10 CRDi Magna,,3.35,2015,5,Dealer,"46,000",First Owner,Diesel,Manual,24,,70,5
Maruti Swift LXI 2018,6.04,4.9,2018,2,Individual,"4,000",First Owner,Petrol,Manual,22,,81.8,5
Mahindra Quanto C8,,2.95,2014,6,Dealer,"76,000",First Owner,Diesel,Manual,17.21,,100,7
Ford Ecosport 2015-2021 1.5 Diesel Titanium Plus BSIV,10.14,6.8,2017,3,Dealer,"54,000",First Owner,Diesel,Manual,23,,98.96,5
Hyundai Creta 1.4 S,12.63,10.5,2018,2,Individual,"19,800",First Owner,Diesel,Manual,22.1,,88.7,5
Volkswagen Vento 1.5 TDI Highline,,3.75,2014,6,Dealer,"55,000",First Owner,Diesel,Manual,22.27,,108.6,5
Honda City 1.5 S MT,12.68,7.45,2017,3,Dealer,"55,000",First Owner,Petrol,Manual,17,,118,5
Maruti Eeco 5 STR With AC Plus HTR CNG,5.82,2.85,2016,4,Dealer,"38,640",First Owner,CNG,Manual,15.1,,73,5
Hyundai i20 1.2 Spotz,8.03,6.3,2019,1,Dealer,"28,000",First Owner,Petrol,Manual,18.6,,81.83,5
Toyota Camry 2.5 Hybrid,45,19.95,2016,4,Dealer,"80,000",First Owner,Petrol,Automatic,19.16,,157.7,5
Renault KWID RXL,3.83,3,2018,2,Dealer,"8,000",First Owner,Petrol,Manual,25.17,,53.3,5
Mercedes-Benz S-Class S 350 L,1.64Cr,17.51,2010,10,Dealer,"50,001",First Owner,Petrol,Automatic,10.13,,364.9,5
Maruti SX4 Zxi BSIII,,1.55,2007,13,Individual,"60,000",First Owner,Petrol,Manual,15,,104.68,5
Audi A4 30 TFSI Premium Plus,48.8,18.5,2016,4,Dealer,"55,000",First Owner,Petrol,Automatic,17.84,,147.51,5
BMW 5 Series 520d Sedan,,9.99,2011,9,Dealer,"84,000",First Owner,Diesel,Automatic,18.48,,,
Volkswagen Polo 1.5 TDI Trendline,,5.38,2018,2,Dealer,"54,495",First Owner,Diesel,Manual,20.14,,88,5
Jaguar XF 3.0 Litre S Premium Luxury,,15.5,2012,8,Dealer,"30,000",First Owner,Diesel,Automatic,14.74,,270.9,5
Renault Duster 110PS Diesel RxL,,4.28,2012,8,Individual,"66,000",First Owner,Diesel,Manual,19.01,,108.45,5
Hyundai Santa Fe 4x4 AT,,6.25,2012,8,Dealer,"1,05,000",First Owner,Diesel,Automatic,11.72,,194.3,7
Chevrolet Beat LT,,1.3,2010,10,Individual,"60,000",First Owner,Petrol,Manual,18.6,,79.4,5
Maruti Baleno Zeta 1.2,6.34,5.9,2018,2,Dealer,"16,315",First Owner,Petrol,Manual,21.4,,83.1,5
Maruti Swift LXI,6.04,5.5,2020,0,Individual,"9,000",First Owner,Petrol,Manual,21.21,,81.8,5
Honda New Accord 2008-2011 2.4 Elegance M/T,,6.9,2012,8,Dealer,"76,000",First Owner,Petrol,Manual,10.2,,180,5
Nissan Terrano XV 110 PS,,4,2014,6,Dealer,"57,000",First Owner,Diesel,Manual,19.01,,108.5,5
Toyota Innova Crysta 2016-2020 2.7 VX MT,19.8,15.75,2016,4,Dealer,"35,000",First Owner,Petrol,Manual,11.25,,163.7,7
BMW 6 Series GT 630i Luxury Line,76.71,45.75,2018,2,Dealer,"20,000",First Owner,Petrol,Automatic,14.28,,254.7,4
Maruti Ciaz ZXi Plus,,5.51,2015,5,Individual,"1,02,000",First Owner,Petrol,Manual,20.73,,91.1,5
Hyundai Venue SX Opt Diesel BSIV,9.79,10.39,2020,0,Dealer,"10,000",First Owner,Diesel,Manual,23.7,,88.7,5
Maruti Swift Dzire VXi,6.53,2.2,2011,9,Individual,"83,000",First Owner,Petrol,Manual,17.5,,85.8,5
Mercedes-Benz E-Class E350 CDI,75.45,25,2015,5,Dealer,"65,000",First Owner,Diesel,Automatic,13,,261.5,5
Ford Ecosport 2015-2021 1.5 Ti VCT AT Titanium BSIV,9.27,7.15,2016,4,Dealer,"41,666",First Owner,Petrol,Automatic,15.63,,110.4,5
Maruti Swift LXI Option,6.04,4,2015,5,Trustmark Dealer,"46,138",First Owner,Petrol,Manual,20.4,,81.8,5
Maruti Eeco CNG 5 Seater AC BSIV,5.82,2.7,2016,4,Individual,"55,000",First Owner,CNG,Manual,21.94,,61.7,5
Maruti Swift Dzire AMT ZXI Plus,6.56,7.25,2018,2,Dealer,"36,725",First Owner,Petrol,Automatic,21.21,,81.8,5
Toyota Etios G,,2.65,2011,9,Dealer,"65,555",First Owner,Petrol,Manual,16.78,,88.73,5
Honda WR-V i-DTEC VX,11.19,7,2017,3,Dealer,"50,000",First Owner,Diesel,Manual,25.5,,98.6,5
Volvo XC 90 D5 Inscription,92.9,81.95,2020,0,Dealer,"9,000",First Owner,Diesel,Automatic,17.2,,235,7
Toyota Fortuner 2016-2021 2.8 2WD AT,39.97,27.5,2017,3,Dealer,"45,000",First Owner,Diesel,Automatic,12.9,,174.5,7
Maruti Ertiga ZDI Plus,,6.65,2016,4,Dealer,"58,000",First Owner,Diesel,Manual,25.47,,88.5,7
Maruti Baleno Delta,6.68,5,2017,3,Trustmark Dealer,"46,931",First Owner,Petrol,Manual,21.01,,81.8,5
Hyundai i20 2015-2017 Magna 1.4 CRDi,9.74,5.54,2016,4,Individual,"30,000",First Owner,Diesel,Manual,22.54,,88.73,5
Nissan Sunny XL D,,3.6,2013,7,Dealer,"62,000",First Owner,Diesel,Manual,22.71,,84.8,5
Honda City V MT,12.34,8.35,2017,3,Dealer,"15,000",First Owner,Petrol,Manual,16.8,,116.3,5
Volkswagen Polo 1.2 MPI Highline,6.91,4.45,2015,5,Dealer,"34,156",First Owner,Petrol,Manual,16.47,,74,5
Honda Brio 1.2 VX MT,,2.65,2012,8,Dealer,"49,454",First Owner,Petrol,Manual,18.5,,86.8,5
Honda City i DTec VX,14.79,5.5,2014,6,Dealer,"70,000",First Owner,Diesel,Manual,26,,98.6,5
Maruti Swift LXI Optional-O,6.04,5.15,2019,1,Dealer,"18,800",First Owner,Petrol,Manual,20.4,,83.11,5
Maruti Ciaz ZDi Plus SHVS,,5.5,2015,5,Dealer,"49,000",First Owner,Diesel,Manual,28.09,,88.5,5
Mahindra Quanto C8,,3.75,2014,6,Dealer,"16,000",First Owner,Diesel,Manual,17.21,,100,7
Honda BRV i-VTEC E MT,,5,2016,4,Dealer,"35,000",First Owner,Petrol,Manual,15.4,,117.3,7
Toyota Etios Liva G,,2.85,2011,9,Dealer,"42,000",First Owner,Petrol,Manual,18.3,,null ,5
Maruti SX4 S Cross DDiS 320 Delta,,5.5,2015,5,Dealer,"62,000",First Owner,Diesel,Manual,22.7,,118,5
Volkswagen Vento Diesel Comfortline,,3.65,2013,7,Dealer,"75,000",First Owner,Diesel,Manual,20.54,,103.6,5
Honda City i-VTEC S,12.68,5,2014,6,Dealer,"56,000",First Owner,Petrol,Manual,17.4,,117.3,5
Land Rover Discovery SE 3.0 TD6,,45,2018,2,Dealer,"18,000",First Owner,Diesel,Automatic,18,,255,7
Tata Tiago 1.2 Revotron XT,5.69,4.45,2019,1,Dealer,"23,000",First Owner,Petrol,Manual,23.84,,84,5
Mercedes-Benz A Class A180 CDI,,10.31,2013,7,Dealer,"76,000",First Owner,Diesel,Automatic,20,,107.3,5
Maruti Baleno Alpha CVT,6.68,7.1,2017,3,Dealer,"20,000",First Owner,Petrol,Automatic,19.56,,81.8,5
Maruti Vitara Brezza LDi,,7,2016,4,Individual,"1,20,000",First Owner,Diesel,Manual,24.3,,88.5,5
Maruti Wagon R LXI CNG,6.1,3.5,2015,5,Dealer,"53,000",First Owner,CNG,Manual,26.2,,58.2,5
Maruti Swift Dzire VDI,,3.45,2013,7,Individual,"1,12,000",First Owner,Diesel,Manual,23.4,,74,5
Nissan Micra XL CVT,,5.75,2017,3,Dealer,"19,567",First Owner,Petrol,Automatic,19.34,,75.94,5
Audi Q3 2.0 TDI Quattro Premium Plus,,18,2013,7,Dealer,"80,000",First Owner,Diesel,Automatic,15.73,,174.33,5
Ford Figo Petrol EXI,,1.99,2011,9,Dealer,"43,493",First Owner,Petrol,Manual,15.6,,70,5
Mercedes-Benz C-Class C 200 Avantgarde Edition C,47.62,34.8,2018,2,Dealer,"6,577",First Owner,Petrol,Automatic,14.74,,181.03,5
Honda Amaze S CVT Petrol BSIV,7.54,7.5,2018,2,Dealer,"6,905",First Owner,Petrol,Automatic,19,,88.76,5
Maruti Celerio ZXI Optional,5.55,5.25,2017,3,Dealer,"24,513",First Owner,Petrol,Manual,21.63,,67.04,5
Maruti Swift LXI Optional-O,6.04,3.99,2016,4,Trustmark Dealer,"76,508",First Owner,Petrol,Manual,20.4,,83.11,5
Hyundai Verna 1.6 CRDi EX MT,,8.25,2017,3,Dealer,"28,500",First Owner,Diesel,Manual,22.32,,126.3,5
Honda City 1.5 S MT,13.62,3.85,2009,11,Dealer,"77,000",First Owner,Petrol,Manual,17,,118,5
Mercedes-Benz E-Class E200 CGI Blue Efficiency,74.17,15.25,2013,7,Dealer,"1,25,000",First Owner,Petrol,Automatic,12.3,,185,5
Honda Amaze S Option CVT i-VTEC,7.04,6.35,2018,2,Dealer,"18,000",First Owner,Petrol,Automatic,18.1,,88.7,5
Maruti Wagon R VXI AMT Opt,5.71,4.6,2015,5,Dealer,"23,853",First Owner,Petrol,Automatic,21.79,,67.05,5
Hyundai Verna 1.6 CRDI,12.81,4.5,2013,7,Dealer,"78,000",First Owner,Diesel,Manual,22.32,,126.3,5
Honda WR-V i-VTEC VX,10.02,7.15,2017,3,Dealer,"79,000",First Owner,Petrol,Manual,17.5,,88.7,5
Tata Indica eLX,,1.3,2015,5,Individual,"1,56,000",First Owner,Diesel,Manual,25,,69,5
Honda City 1.5 S MT,13.62,4,2012,8,Dealer,"37,323",First Owner,Petrol,Manual,17,,118,5
Renault KWID 1.0 RXT Optional,,2.95,2017,3,Dealer,"22,000",First Owner,Petrol,Manual,23.01,,67,5
Maruti Swift VDI,,6.15,2017,3,Dealer,"95,000",First Owner,Diesel,Manual,28.4,,74,5
Hyundai EON Era Plus,,2.7,2014,6,Individual,"39,000",First Owner,Petrol,Manual,21.1,,55.2,5
Ford Fiesta 1.6 Duratec ZXi Leather,,1.5,2006,14,Individual,"80,000",First Owner,Petrol,Manual,15.3,,101,5
Maruti Alto 800 LXI,,1.75,2014,6,Individual,"70,000",First Owner,Petrol,Manual,22.74,,47.3,5
Maruti Eeco 5 Seater AC BSIV,4.43,2.4,2016,4,Individual,"2,03,125",First Owner,Petrol,Manual,15.37,,73,5
Maruti Ciaz VXi Plus,9.51,6.95,2016,4,Dealer,"24,603",First Owner,Petrol,Manual,20.73,,91.1,5
Honda Mobilio V i DTEC,,4.5,2014,6,Dealer,"59,000",First Owner,Diesel,Manual,24.2,,98.6,7
Maruti 800 AC BSIII,,1.7,2013,7,Individual,"36,000",First Owner,Petrol,Manual,16.1,,37,4
BMW 3 Series 320d Luxury Line,51.47,16,2013,7,Dealer,"80,000",First Owner,Diesel,Automatic,18.88,,184,5
Maruti Ertiga ZDI Plus,,9.5,2018,2,Dealer,"75,000",First Owner,Diesel,Manual,25.47,,88.5,7
Hyundai i20 Magna 1.4 CRDi,9.68,4.15,2012,8,Dealer,"64,198",First Owner,Diesel,Manual,21.9,,90,5
Ford Figo Petrol ZXI,6.58,2.5,2011,9,Dealer,"57,342",First Owner,Petrol,Manual,15.6,,70,5
Maruti Wagon R VXI Optional,5.12,4.4,2018,2,Individual,"15,000",First Owner,Petrol,Manual,20.51,,67.04,5
Hyundai i20 Active 1.2 SX,,6,2016,4,Individual,"60,000",First Owner,Petrol,Manual,17.19,,81.86,5
Maruti Ertiga VXI,8.92,6.5,2014,6,Individual,"60,000",First Owner,Petrol,Manual,16.02,,93.7,7
Honda Amaze S i-Dtech,9.25,4.75,2013,7,Dealer,"42,000",First Owner,Diesel,Manual,25.8,,98.6,5
Maruti Celerio VXI AT,5.55,4.5,2015,5,Dealer,"57,226",First Owner,Petrol,Automatic,23.1,,67.04,5
Maruti Alto 800 VXI Optional,3.32,2.4,2016,4,Individual,"50,000",First Owner,Petrol,Manual,24.7,,47.3,5
Honda Jazz VX CVT,9.2,9.25,2018,2,Dealer,"17,843",First Owner,Petrol,Automatic,17.1,,88.51,5
Volkswagen Vento 1.6 Highline,10.12,5.3,2015,5,Dealer,"61,000",First Owner,Petrol,Manual,15.04,,103.2,5
Maruti Baleno Zeta 1.2,6.52,5.2,2018,2,Individual,"40,000",First Owner,Petrol,Manual,21.4,,83.1,5
Hyundai Grand i10 1.2 Kappa Sportz BSIV,,5.3,2017,3,Dealer,"38,343",First Owner,Petrol,Manual,18.9,,81.86,5
Hyundai Grand i10 CRDi Sportz,,3.9,2014,6,Dealer,"56,494",First Owner,Diesel,Manual,24,,70,5
Tata Zest Quadrajet 1.3 75PS XE,,4.25,2018,2,Individual,"1,20,000",First Owner,Diesel,Manual,22.95,,74,5
Nissan Terrano XL Plus 85 PS,,6.6,2014,6,Dealer,"46,000",First Owner,Diesel,Manual,20.45,,83.8,5
Hyundai i10 Magna 1.2,7.33,3.25,2013,7,Dealer,"32,545",First Owner,Petrol,Manual,20.36,,78.9,5
Honda Amaze VX Diesel,9.26,9.35,2018,2,Dealer,"26,718",First Owner,Diesel,Manual,24.7,,98.63,5
Nissan Sunny XL,,2.9,2013,7,Individual,"60,000",First Owner,Petrol,Manual,16.95,,97.7,5
